T1Path,GTPath,set
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0243_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0243_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0244_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0244_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0244_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0244_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0246_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0246_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0246_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0246_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0247_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0247_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0247_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0247_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0248_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0248_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0248_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0248_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0248_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0248_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0249_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0249_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0249_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0249_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0250_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0250_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0250_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0250_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0252_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0252_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0252_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0252_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0253_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0253_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0253_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0253_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0253_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0253_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0254_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0254_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0254_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0254_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0254_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0254_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0255_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0255_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0255_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0255_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0256_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0256_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0256_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0256_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0258_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0258_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0259_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0259_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0259_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0259_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0260_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0260_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0260_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0260_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0261_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0261_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0261_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0261_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0262_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0262_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0262_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0262_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0263_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0263_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0263_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0263_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0264_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0264_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0264_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0264_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0265_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0265_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0266_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0266_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0267_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0267_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0267_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0267_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0268_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0268_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0268_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0268_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0268_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0268_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0270_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0270_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0270_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0270_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0271_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0271_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0271_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0271_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0272_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0272_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0272_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0272_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0272_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0272_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0273_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0273_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0273_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0273_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0273_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0273_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0274_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0274_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0275_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0275_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0275_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0275_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0276_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0276_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0276_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0276_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0277_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0277_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0277_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0277_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0277_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0277_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0278_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0278_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0278_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0278_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0279_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0279_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0280_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0280_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0280_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0280_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0281_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0281_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0281_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0281_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0282_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0282_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0282_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0282_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0283_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0283_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0283_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0283_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0284_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0284_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0284_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0284_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0285_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0285_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0285_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0285_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0286_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0286_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0288_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0288_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0288_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0288_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0289_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0289_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0289_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0289_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0289_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0289_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0290_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0290_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0290_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0290_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0290_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0290_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0291_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0291_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0291_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0291_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0292_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0292_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0294_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0294_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0294_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0294_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0294_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0294_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0295_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0295_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0297_run-1_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0297_run-1_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0297_run-2_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0297_run-2_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
/home/astroboy/Documents/LOD/Dataset/AOMIC_T1w/AOMIC_sub-R0297_run-3_T1w_256iso.nii.gz,/home/astroboy/Documents/LOD/Dataset/AOMIC_GT/AOMIC_sub-R0297_run-3_T1w_256iso/FS_aa_LODcortex_only_NS.nii.gz,train
